optimistic_submission|decode_duration|prechecks_duration|simulation_duration|redis_update_duration|total_duration
t|20410|3449|3|6488|30352
f|12007|2565|29022|6960|50555
f|7227|3052|30369|6966|47616
f|12301|3010|43734|16922|75967
t|16157|2995|7|16389|35550
f|6501|4280|36480|29555|76818
t|12335|8063|5|8339|28744
f|16083|21442|38296|63205|139027
f|7048|39438|36034|6475|88997
f|6954|3142|39910|8372|58379
t|30661|3890|7|12030|46590
f|20698|3272|41390|7385|72747
f|6834|2672|37707|7412|54626
t|26053|2718|13|7715|36501
f|4514|2789|39453|40504|87262
f|4331|4361|91181|15433|115307
f|66624|5679|37932|51512|161748
f|16849|5042|44518|112677|179087
f|4999|3799|91913|9605|110318
t|30682|3446|11|87860|122000
f|97399|2215|41825|10107|151548
t|14929|3578|6|8451|26966
f|94784|2385|48372|8974|154516
f|10789|3627|38942|28164|81523
f|20704|11067|85170|8138|125081
f|4447|2826|41012|7612|55899
f|85072|2633|41854|7570|137131
t|18530|3058|10|7263|28862
f|25005|2973|42682|6624|77286
t|18702|2430|10|8146|29290
t|19757|2841|13|7764|30377
f|83589|3082|59109|12435|158217
f|84430|2874|56606|10597|154509
t|114172|2241|4|6030|122448
f|24395|3025|15602|10239|53262
f|68530|2568|16884|6655|94639
f|10681|2917|16453|6004|36056
t|117559|2863|23|6206|126653
t|6485|2906|4|5374|14771
t|103628|3176|11|69146|175963
f|25143|63744|13518|5720|108127
f|2108|2554|15328|5690|25681
f|86631|2901|16414|18030|123978
t|151773|3485|3|6907|162169
t|42221|3231|7|7400|52860
f|6838|2699|15245|5717|30500
f|70172|2578|16113|6040|94905
t|117994|2965|12|6154|127127
t|43155|2685|10|6334|52186
t|103216|3082|6|93769|200074
f|99702|3700|19086|5542|128032
t|69060|2872|27|6703|78665
f|8856|2979|25636|6650|44123
f|31945|2862|19318|6489|60615
t|43934|2520|29|6711|53196
t|49286|2871|14|6932|59105
f|64290|2770|32564|6191|105817
t|52661|2894|10|7392|62958
t|104172|3174|3|6038|113389
f|112840|2726|17461|5484|138513
t|94802|2860|15|6425|104104
f|8500|3235|20356|5278|37371
f|138621|3843|93140|8582|244188
t|50118|3346|13|27457|80936
f|17886|3332|25777|7393|54390
t|45903|3280|17|6437|55639
f|6935|6400|27677|53294|94307
f|8213|2887|26342|6571|44015
f|7801|3657|34300|6251|52010
f|32865|3012|34719|5774|76370
t|50173|2782|12|5542|58511
t|44827|3247|11|6097|54184
f|34788|3162|37181|5603|80735
t|56661|3235|16|6819|66733
f|3925|2513|39221|6823|52483
f|32589|2796|39157|5488|80032
t|48662|2402|9|6125|57199
t|48173|3065|3|6802|58044
t|49466|3046|14|6792|59319
f|10355|4020|25785|8972|49134
f|71179|3730|25027|8925|108863
t|52168|4072|4|9631|65877
f|6636|3061|24879|7581|42159
t|125512|2923|11|12337|140785
f|48245|2680|26183|7136|84245
t|46154|2888|11|7535|56590
f|4224|3090|27978|6074|41368
t|46397|3216|13|12472|62099
f|87619|4390|29204|8489|129704
f|94537|2680|27850|7805|132874
f|83159|2994|28397|7634|122186
t|121484|4508|24|8514|134532
f|84151|3459|40879|27644|156134
f|84607|2905|29704|62912|180129
f|123509|2647|28109|7132|161398
f|94958|3194|38349|7523|144025
t|123106|2794|17|5964|131883
t|120292|2678|13|7527|130511
f|83780|3080|29001|7782|123644
f|87051|2787|28122|6644|124605
f|116875|2670|29473|10198|159218
f|83952|3870|28347|51723|167894
f|84050|2970|28795|7542|123358
t|124704|3431|3|7535|135675
f|107089|2716|28205|7452|145464
f|83993|2816|37132|8347|132289
t|127000|2961|10|8737|138709
f|6214|2829|27348|6281|42674
t|5117|2744|12|5206|13080
t|8920|2649|14|6035|17619
t|8442|4145|15|9063|21667
t|4817|2644|15|5532|13009
t|6309|2682|12|5097|14102
t|3014|2857|13|5533|11418
f|6164|2999|25405|5538|40109
t|6255|2652|18|5442|14368
t|6264|2946|13|6325|15549
t|6884|3555|15|5231|15688
t|6968|2752|11|9313|19045
f|8207|3096|44543|94851|150698
f|7023|2945|43158|8502|61629
f|13471|3388|45025|8243|70129
f|7926|4954|46157|9278|68317
f|13538|4048|45794|10942|74324
f|7400|50320|46490|7872|112083
f|113796|2804|44195|7284|168080
f|36973|2963|42358|9382|91677
f|2394|2463|45377|6582|56818
t|5540|2444|13|5688|13686
t|9509|5252|14|9115|23892
t|10001|3545|14|7124|20685
t|9814|3069|13|6847|19744
f|8063|2618|51318|6876|68877
f|6380|3072|42232|6807|58492
f|6352|3811|43095|6499|59758
f|7749|2685|42068|7637|60141
f|5558|2842|42898|7817|59117
f|7389|2786|42249|12324|64750
f|15194|4931|78321|12362|110809
f|8106|3122|47772|9838|68840
f|13131|2776|45672|7286|68866
f|84493|2849|55152|7658|150152
f|84592|3025|48960|7774|144352
f|85769|7139|47696|7962|148567
f|84815|2637|47838|7909|143200
f|91527|2792|54461|8187|156969
f|509272|298112|393911|301103|1502400
f|501032|96326|198723|1110132|1906214
f|593899|305949|406221|395351|1701422
f|306718|204708|393594|507287|1412308
f|502313|102256|302365|1007050|1913985
f|405921|398902|105964|994737|1905525
t|207586|4521|7|106964|319079
t|1110|4034|19|5131|10296
t|158023|19944|13|12875|190857
f|106927|2392|32184|11521|153025
t|134164|2474|15|10197|146851
t|139384|2409|13|10293|152100
f|123728|2288|36318|11565|173901
t|159634|2350|11|168318|330314
t|174161|2306|11|62303|238784
f|113020|2150|36698|16128|167999
t|144874|2375|11|11124|158385
t|173019|2635|13|38340|214009
f|109468|2261|58436|10061|180228
t|172146|2239|2|20253|194641
t|178675|2226|3|20664|201569
f|113624|2215|91958|11913|219711
t|176747|2553|5|19954|199261
t|148922|2349|11|50017|201300
f|93144|2365|55928|12750|164188
t|178158|2599|5|74410|255174
f|113695|2980|59812|12799|189286
t|152713|13090|48|15005|180858
f|119915|2374|82689|17811|222791
t|181997|4475|5|94737|281217
f|111628|2192|84747|13768|212337
t|176855|2333|13|90044|269247
f|102794|2617|97427|14652|217492
f|192830|2356|86983|13133|295304
t|176796|2360|12|13795|192965
f|165830|2292|88794|14725|271643
f|145949|3212|93826|12777|255765
f|313789|2547|87686|115294|519317
f|197136|2260|95059|1399516|1693973
f|200061|199611|100540|1407056|1907270
t|407241|193555|8|809920|1410725
f|399960|296641|94672|300431|1091706
f|407559|388872|309644|398320|1504397
t|6252|3241|4|8579|18077
f|4693|2290|39105|6529|52619
t|7834|2734|11|6931|17511
t|7664|2695|10|6719|17090
t|6067|2901|13|6776|15759
f|38150|3400|41237|7155|89944
t|1310|4370|8|94048|99738
t|3678|2879|18|4667|11243
f|2732|2879|22320|4773|32705
t|1271|2806|13|4922|9012
f|22157|3030|18358|4507|48054
t|1244|2657|23|5347|9272
t|1314|2853|13|5232|9414
f|27200|5440|21599|6364|60605
t|2135|2859|5|5969|10970
f|3610|2964|19847|4418|30840
t|3411|3112|5|6406|12936
f|7031|5026|34649|5693|52401
t|2751|3090|20|6317|12180
t|3631|3025|29|7691|14377
f|12286|2831|25222|5688|46029
f|4191|2399|25857|5888|38337
t|5126|2541|13|6446|14128
f|11008|2991|27317|6050|47367
t|3489|2659|13|5974|12137
t|4107|3063|14|6866|14051
f|9451|2929|27348|6489|46219
t|4111|2659|14|6202|12987
f|4909|2740|26885|6703|41239
t|4630|2852|13|6038|13534
f|12431|2572|28942|6497|50443
t|6184|2642|13|7572|16412
f|19894|3489|39836|7470|70692
f|26151|2774|44116|46451|119494
t|7622|4509|12|9291|21436
f|6546|4142|40422|8193|59304
t|7875|2785|12|6154|16827
t|8030|3181|7|6775|17995
f|46668|4275|51034|7148|109127
t|8662|3004|15|6785|18468
f|7627|2771|44732|6781|61913
t|6384|2596|5|7707|16693
f|22196|2703|49212|6852|80965
t|8689|2777|14|6788|18270
t|10254|3583|12|9956|23807
f|6913|2618|43256|6862|59650
t|7458|2641|10|7402|17512
f|41196|2800|48014|11212|103223
t|8612|2980|6|8497|20097
f|4445|2713|43623|6367|57149
t|9899|3130|16|8032|21078
f|43187|3985|78323|6144|131641
f|17767|56704|67342|6831|148645
f|14155|2468|78364|10258|105246
f|3423|2992|65475|7235|79128
f|3586|3173|72706|7307|86774
t|9872|3045|6|7391|20315
t|9409|3059|14|7533|20016
f|11684|3961|86290|6967|108903
f|5681|48239|67674|5559|127153
t|7579|3117|14|8204|18917
f|4866|3104|143849|6848|158668
f|6059|2121|77259|8285|93726
t|9260|2653|10|7900|19825
f|27989|2861|69080|6507|106439
t|9644|2439|23|7670|19777
f|6123|2927|72092|6904|88048
f|3188|2681|74106|7955|87932
f|6399|3432|96149|8253|114235
t|7940|2811|13|8585|19350
f|75165|2715|75875|7651|161407
f|6142|44026|70097|7815|128082
f|25004|4128|95188|7964|132285
t|10080|2695|6|9669|22452
f|7308|2866|76716|8065|94957
f|6951|3467|69988|8436|88844
f|29082|3752|49631|7964|90431
t|9910|2860|21|8189|20981
f|6780|2900|47980|8951|66613
t|10934|3695|5|9145|23781
f|23939|2793|48883|7866|83482
t|9897|3244|2|7904|21049
f|10002|2616|50782|8080|71482
f|29203|2980|49919|7275|89378
f|1003138|599332|393910|1023224|3019606
f|496142|209194|191471|906773|1803582
f|301139|591664|205989|1606078|2704872
f|806214|491190|301245|1099949|2698599
f|698304|299835|501598|308602|1808341
f|301431|199404|499728|407937|1408501
f|97231|2163|43954|72866|216215
f|143716|2637|40984|12131|199470
t|206137|2637|6|18180|226962
f|101226|2410|43342|28932|175911
f|102922|42003|48722|11934|205582
t|124740|2837|13|12303|139894
f|93009|2610|54545|12660|162826
f|694185|394818|600166|1098879|2788050
f|505284|406353|298882|806031|2016552
f|308122|293472|207330|515185|1324110
f|404318|296223|99728|312560|1112831
f|381776|304164|898787|1714096|3298824
f|999612|489329|400371|909407|2798720
t|209940|391811|10|2503394|3105156
f|810270|396278|596139|1017908|2820595
f|398948|800259|599879|1314907|3113995
f|169393|4203|26637|84670|284905
t|842|3629|18|5490|9980
t|919|3040|13|5646|9619
f|1038|3804|12944|5461|23248
t|135033|2261|10|8967|146273
f|95122|2420|22456|8798|128797
f|195435|2225|21214|8800|227676
t|124442|2288|11|62387|189130
t|142044|4060|3|92684|238792
t|133575|2204|10|85214|221005
f|101504|2587|30676|17663|152432
f|166884|14419|99974|8749|290028
f|97467|2430|31217|14184|145299
t|135263|3344|3|9006|147619
t|140030|2537|6|70822|213397
f|151479|3704|33289|71815|260289
t|139266|4954|4|67492|211718
f|111168|493677|294469|2417646|3316962
f|296457|304368|489181|923529|2013536
f|185838|2166|87205|11715|286926
t|136497|2279|12|8691|147480
t|128222|2290|2|9655|140171
f|110453|2418|45944|8304|167121
f|146329|2696|58907|10589|218523
t|140741|2214|12|9180|152149
f|168213|2294|39208|9939|219654
t|137367|2352|18|8677|148415
f|99854|2489|35754|19125|157223
f|155962|3171|36103|9840|205078
t|136870|2366|9|10321|149567
f|100895|2394|40766|9514|153571
f|171951|2646|38407|9844|222850
t|157586|2314|12|9614|169527
f|149489|2510|46184|79029|277214
f|100751|2406|48661|67980|219800
f|164397|2309|83780|2987425|3237913
f|700318|394471|500803|1022360|2617953
f|999644|396660|398333|914248|2708887
f|133366|3790|49102|51198|237457
f|278547|189209|307979|2390617|3166353
f|308122|891781|501023|1302846|3003774
f|402212|397363|209354|800760|1809690
f|204944|5775|85859|13586|310166
t|766|4198|13|5094|10072
f|1141|4716|87622|105230|198710
t|3919|13300|6|84146|101372
t|199796|92036|9|109922|401765
f|99244|8073|92615|13292|213225
t|845|5167|6|189033|195052
f|671|3622|13191|82297|99784
f|745|2960|14935|4663|23304
f|917|2827|13482|4201|21429
t|944|2844|13|4877|8679
t|1180|3746|3|7429|12359
f|14507|5723|17035|4911|42178
t|15218|2640|11|5336|23207
f|2466|2860|15695|5521|26543
f|17381|2885|15530|4941|40739
f|5412|5392|84016|5822|100645
t|699|2813|13|5099|8626
f|1097|2741|15281|5414|24535
t|993|3097|19|5862|9973
t|766|2854|11|4864|8497
f|85073|3078|76818|10121|175092
f|88672|2854|74471|12109|178108
t|142710|66382|5|12031|221130
f|156231|57601|54696|9318|277847
f|103732|3354|56967|37470|201524
t|22506|2846|5|6230|31589
t|20000|2557|11|6244|28814
f|12465|3002|30968|5604|52041
t|44327|2790|7|6195|53321
f|6787|3188|52340|6275|68591
f|13335|2704|56094|6310|78445
t|60277|2927|14|6491|69710
t|95470|2667|13|6212|104363
f|17783|2688|54764|6184|81421
t|56220|2784|5|6674|65685
f|7136|2775|54127|7024|71064
f|2887|2707|55361|6097|67054
t|35070|2729|9|6045|43854
f|13140|2800|52607|6600|75148
t|41541|2902|13|7004|51462
t|43971|2876|9|7614|54472
f|6991|3090|39608|5625|55315
f|14474|2824|41141|6912|65353
t|97521|2527|14|6810|106875
t|52024|2879|13|6935|61852
f|9529|2914|47976|6663|67083
t|35972|3017|13|6398|45402
f|29507|3604|46955|8035|88103
t|59891|2234|2|6512|68640
f|13901|3244|43529|6295|66971
t|38014|2729|20|7575|48339
f|87446|2526|44664|7115|141753
f|127050|2411|45513|6472|181448
t|140711|2320|13|17328|160374
f|87957|2816|46062|7242|144078
f|101968|3109|47557|7344|159979
t|161948|15767|13|6646|184376
f|85945|3303|48470|48601|186321
t|135502|58770|5|9803|204081
f|87010|2979|48473|8746|147209
f|95882|5315|47794|8300|157293
t|138357|2731|10|7125|148224
f|89349|2755|69876|8512|170494
f|87728|3229|53898|9846|154702
f|114405|2860|52631|8134|178031
f|90030|4180|66900|9986|171098
f|97846|2640|60904|10160|171552
f|125619|3420|57614|38206|224860
f|115895|2462|81742|206805|406905
f|188231|4033|92663|112382|397309
f|107751|5475|186392|11261|310881
f|99757|2310|63739|9882|175689
f|89422|3653|66734|9809|169620
f|101485|2286|62366|9175|175313
t|170166|2761|11|20434|193374
f|89931|3134|52744|8334|154146
f|93643|2899|89706|209209|395458
f|190386|3494|90398|14644|298923
f|297369|301058|194046|2109432|2901906
f|702880|398594|312650|798529|2212654
f|510230|389623|1101319|809694|2810868
f|802367|597017|410976|394982|2205344
f|305103|395521|111566|1390185|2202376
f|596960|501216|397064|1206903|2702146
f|700024|797548|113477|498044|2109094
f|702146|700372|302571|493003|2198094
f|703026|598134|405563|495477|2202201
f|795902|715730|384845|606827|2503305
f|108120|2217|89244|22433|222017
t|200085|2365|15|19703|222170
f|134018|4332|65008|15922|219281
t|390192|2228|16|85925|478362
f|138270|2609|53320|142192|336392
f|148747|90064|52351|48343|339507
f|110049|2231|87314|110889|310485
t|712|3689|16|4935|9352
t|11773|3592|27|5528|20922
f|12969|2785|11342|5341|32438
t|2226|2760|11|6196|11195
f|3831|2776|13102|4647|24357
t|3452|2853|5|5274|11585
f|13996|3225|14464|4842|36529
t|4279|2547|9|5238|12075
f|11317|2774|16811|8251|39154
t|4117|2743|5|5223|12090
t|9062|2960|14|5524|17561
f|2390|2730|16299|5675|27095
t|7088|3248|15|6650|17001
f|194301|2157|27456|10971|234887
t|252317|3429|3|68526|324276
f|159690|2404|27656|70250|260001
f|105688|2423|25760|11649|145522
f|110127|2328|26658|8401|147515
t|237590|2589|39|10623|250843
f|98147|2333|29314|11731|141526
t|272712|2473|3|11668|286857
f|109156|2939|33579|11018|156693
f|96792|2203|35337|11945|146279
t|264138|6958|30|69421|340549
f|99423|2202|35347|12263|149237
t|169547|2405|12|45089|217055
f|113661|3608|38442|9578|165290
f|112709|2037|109508|12721|236976
t|166651|43469|9|199418|409547
f|201586|3640|94820|102580|402627
f|111476|3061|138630|11807|264977
f|108892|2464|72703|169993|354054
f|149092|87161|60196|12752|309202
t|172413|2810|18|14489|189732
f|119847|89594|46901|12145|268489
f|109169|2321|55562|11344|178396
f|101894|2867|50563|11181|166507
t|262543|2589|4|26946|292084
f|111153|3335|49453|11656|175599
f|137108|2735|66414|13630|219889
t|182604|3315|7|12510|198439
f|116968|2331|47491|13097|179889
f|118295|2317|77085|13742|211441
t|167427|3312|13|24892|195646
f|113826|2324|50429|11755|178335
t|200271|2114|2|94909|297298
f|43242|2554|114737|146465|306999
f|204583|2991|92954|2310903|2611432
f|205299|3756|91585|2705376|3006017
f|295203|304498|492692|1511616|2604011
t|398187|398488|8|2209480|3006165
f|399020|302290|1197684|706617|2605613
f|803368|490279|411459|1091137|2796244
f|506047|295343|498731|1512512|2812635
t|663|2597|10|3922|7192
f|609|2848|7236|4619|15313
f|16987|64495|70196|12510|164190
t|61501|6431|8|106149|174090
t|66899|94644|11|105893|267448
t|2547|4082|7|95094|101731
t|47871|96111|11|104089|248084
f|2580|97220|17137|86644|203582
t|3989|5557|6|96571|106125
f|2384|94987|109534|101935|308841
t|1326|196861|17|71926|270131
f|2541|10258|105755|8367|126922
f|3746|6170|93264|102453|205636
t|2375|197358|13|112608|312356
f|2718|100121|95314|9721|207875
f|102615|6363|88271|208375|405626
f|112587|93585|94299|8853|309325
t|103815|3765|6|98066|205653
f|103827|3296|92827|7449|207400
t|597|2455|11|4719|7782
t|689|2786|12|4366|7855
f|422|2444|7863|4109|14840
f|405|3015|7702|3760|14883
t|492|3010|10|4360|7873
t|556|2819|16|4489|7881
f|711|3580|8931|4745|17969
t|696|3230|15|4911|8854
f|2702|4570|11301|75252|93826
f|94145|95973|13945|87986|292050
f|2474|3639|20994|173055|200165
f|2495|7336|90918|104418|205169
f|32671|4403|99893|102959|239927
f|11575|20187|99793|306266|437822
f|3623|4345|92913|207377|308259
t|2521|199032|7|104686|306248
f|103967|4113|91935|9799|209815
t|3891|196637|10|305208|505747
f|97549|96989|98502|8901|301943
t|110438|2991|10|9128|122569
f|104476|196294|99408|10207|410387
f|105063|4158|100672|197191|407085
f|102634|4878|85785|100267|293566
f|101465|2918|35188|10843|150415
f|83148|3416|34991|37395|158952
f|83395|3009|68883|8456|163745
t|92126|2890|18|8375|103410
f|99293|2957|37388|9714|149353
f|83775|3003|37153|7716|131649
f|85576|2649|34934|9394|132555
t|102942|3796|6|106366|213112
f|104250|4895|100660|102808|312614
f|84424|2899|33214|6680|127217
f|85493|2751|35759|7832|131837
t|111508|2782|12|17853|132156
f|85295|4032|37321|38350|164999
f|120027|2352|33493|7923|163795
t|112028|2639|2|6459|121129
f|125545|2310|32506|28472|188835
f|96523|3732|33983|22068|156307
f|85575|2307|33933|27047|148864
f|104602|2733|34324|58729|200390
t|124515|3588|14|7514|135633
f|94396|2578|57614|8098|162688
t|111849|2739|11|7038|121639
f|84666|3026|56754|7698|152145
t|110207|3086|3|7941|121238
f|294718|508888|494581|1698337|2996525
f|302833|493235|504229|1701085|3001384
f|399226|495113|599084|1016366|2509790
f|597775|591606|498398|1403489|3091270
f|708571|490699|698261|502413|2399945
f|810929|887191|601759|699160|2999041
f|399697|603469|394743|1309264|2707175
f|409811|197231|705845|2192684|3505573
f|298874|16269|184017|2500970|3000132
t|386742|210467|8|2790874|3388092
f|591274|510259|593198|315043|2009776
t|165039|2318|12|10918|178288
f|136060|2337|39809|11520|189728
t|160959|2681|11|13018|176669
f|117197|2354|32162|30187|181901
f|111846|2344|30353|33699|178244
t|170305|2621|18|10424|183369
f|99521|2976|33115|43544|179158
t|163776|2922|15|89517|256231
f|41975|3190|28816|37599|111581
f|113155|75677|28448|11128|228410
t|169509|2299|2|10426|182238
f|97363|2670|28610|39380|168025
t|166447|2248|11|84910|253617
f|114253|2185|27121|11082|154643
t|176636|2474|3|59718|238832
f|114075|2405|52859|13472|182812
t|185235|2412|11|41647|229306
f|140501|22776|37005|69735|270018
f|183030|5039|33323|66334|287727
t|181290|2443|11|39843|223590
f|107233|289623|38411|12344|447612
t|189855|2275|10|46403|238544
f|171085|3730|40006|67526|282348
f|268327|4363|37545|17663|327899
t|161102|2421|12|56761|220299
f|254018|5417|38959|66520|364915
f|128109|2376|48196|15125|193807
t|312943|7368|7|120086|440406
f|227134|7616|156682|45559|436993
f|157928|4105|48393|46860|257288
t|288825|8386|6|495067|792285
f|308006|108404|190732|303006|910150
f|213238|188685|99662|109374|610961
f|201780|5620|195899|24247|427547
f|216146|7844|179150|318292|721434
f|199708|91306|97470|222704|611190
t|317517|7021|8|386877|711424
f|205792|89892|88956|1307835|1692476
f|300794|190259|200889|2498959|3190903
f|220162|79046|104660|22794|426663
f|201175|79248|67282|55599|403305
f|210945|4645|81398|1307263|1604253
f|314965|385138|311344|2291989|3303438
f|497875|791667|696721|1017544|3003808
f|399146|900630|893369|296267|2489414
f|403010|904750|699210|605704|2612676
f|909364|300525|1094166|407366|2711423
f|309189|683696|711456|799744|2504087
t|548|2362|12|3664|6588
t|799|2896|13|5179|8889
f|915|3876|10076|3992|18860
t|1024|2806|14|5320|9165
t|530|2868|16|4814|8229
t|536|2596|4|5266|8404
f|813|2810|9666|5659|18949
t|556|3159|5|5054|8775
f|610|3223|9887|4646|18367
t|821|2637|12|4378|7849
t|847|2355|11|4858|8072
f|569|3040|10407|4649|18667
t|897|2673|12|5140|8724
t|503|2862|13|4946|8326
t|821|3893|15|5113|9843
f|532|2258|8982|9407|21180
t|925|2927|12|4313|8178
f|560|2667|10672|4898|18798
t|650|2697|20|4726|8095
t|962|3041|7|4888|8899
f|12854|2629|11461|4587|31533
t|961|2165|12|4216|7355
f|1560|4075|12913|5760|24309
f|898|2803|11161|4735|19598
f|12365|2772|13973|5343|34455
t|1048|2755|13|5513|9331
f|1858|4269|14876|6398|27402
f|14592|3004|18804|6150|42551
f|14041|2885|26130|6505|49563
t|7388|2870|13|6529|16802
f|2241|2830|26134|7004|38211
t|8382|3020|6|8817|20227
f|5720|2716|27186|7447|43070
t|1024|3043|6|8799|12873
f|12984|5147|17377|5259|40770
t|614|8051|13|4848|13528
t|839|2871|12|5482|9205
t|1430|3492|6|8631|13560
t|2975|4381|6|6773|14136
f|13386|2711|20400|5966|42465
t|1449|2891|11|6092|10444
t|1557|3921|17|6238|11734
f|1958|2728|19482|5351|29520
f|11632|3162|29053|5232|49081
t|2593|4199|15|5571|12380
t|2459|2778|16|5560|10815
f|12200|2689|21834|5017|41742
t|2426|2855|13|6327|11623
t|2342|2706|15|5744|10807
f|3521|3936|24384|4710|36553
f|11790|2605|25901|5048|45346
t|2582|2791|14|5331|10719
t|2908|4337|4|6110|13361
f|12159|3457|23369|5539|44526
t|2360|2830|15|6623|11830
f|4911|2713|25222|13981|46829
f|15565|7060|23352|7076|53055
t|7376|2779|12|38931|49100
t|7633|2619|19|6464|16736
f|4704|2918|26450|6600|40674
f|13395|3401|26189|6254|49241
t|6636|3248|6|6817|16709
f|7482|2766|25385|7163|42798
t|7863|2827|12|6387|17091
f|4093|3007|26971|6807|40880
f|5079|2578|27697|13455|48811
f|17055|3732|30419|5105|56313
f|3511|2771|27024|6970|40277
t|7855|5671|4|7133|20664
f|3036|3765|27748|9338|43889
f|3818|2686|30273|10663|47441
f|6266|2686|29261|7445|45659
f|9274|2453|28517|45694|85939
t|44648|4306|4|98152|147111
f|5395|4453|128927|9117|147893
f|42381|3022|30397|5912|81714
f|3553|19345|38339|8435|69673
f|15484|6107|80541|7848|109982
f|6786|2759|31826|7222|48594
t|9756|2489|9|43499|55755
f|3343|2652|35979|8921|50897
t|7331|2798|13|6551|16696
f|5597|3142|32292|6849|47880
f|3722|4818|33198|51937|93676
f|103381|2867|54262|8868|169379
f|4916|4491|30887|59229|99524
f|3837|2620|31252|6781|44492
f|14193|2846|34223|6953|58216
t|9983|2897|12|16557|29451
f|7751|2898|32865|7048|50564
f|6227|2687|43701|7330|59947
t|9254|2946|13|7785|19999
f|296445|106357|496847|402419|1302069
f|304973|189589|406333|698025|1598922
f|106480|290857|298153|905464|1600955
f|400067|297448|106121|403104|1206741
f|105018|185813|205019|1194914|1690766
f|307214|102120|191401|307770|908506
f|9613|98774|289371|1002546|1400306
f|100463|309036|92988|506385|1008873
f|106862|100003|91805|213740|512412
f|13096|2807|31369|6326|53599
t|9666|2641|9|6342|18659
t|9558|2762|14|6544|18880
t|1547|3116|14|5432|10110
t|9778|3047|13|6665|19505
f|27738|8883|32525|7004|76151
t|9483|2982|8|7298|19772
f|5767|3052|34919|6675|50415
f|14312|4979|88734|9328|117355
f|97498|3483|37865|6283|145131
t|117435|2643|13|8831|128924
f|14230|2521|33935|6405|57092
t|11338|2923|12|7420|21694
t|12711|4516|5|7023|24257
f|93227|2120|42917|11148|149413
t|119622|2527|4|33646|155799
t|122691|4139|10|12953|139794
f|101368|5200|93089|16136|215794
t|122111|2912|12|27976|153012
f|87801|16824|86544|15186|206356
f|95241|2096|87560|10370|195268
f|89442|2931|39315|8275|139965
t|117555|2299|3|7409|127267
f|97471|2792|41110|7762|149136
f|93933|2679|42182|9899|148695
t|121117|2534|29|7876|131557
f|97169|2695|43394|9724|152983
t|122759|2416|10|7468|132655
f|97668|2262|45727|11767|157425
f|95348|2384|72632|21407|191772
t|125115|2374|11|8298|135800
t|124027|2791|12|9494|136326
f|115660|2287|88957|9817|216723
t|124409|2414|12|7808|134644
f|90153|2179|119793|10042|222168
f|95043|2456|94603|10361|202465
t|123521|2371|3|8921|134817
f|95129|2197|59395|9703|166425
t|125091|2805|14|10395|138306
f|89410|2342|59274|10018|161045
f|95548|2347|58912|10198|167006
t|125203|2202|11|8083|135501
f|90401|2375|72792|23751|189320
t|175085|3905|3|10880|189874
f|17611|2351|64268|10185|94416
f|95507|2309|67313|11480|176611
t|134661|8218|25|18585|161492
f|97386|2403|107238|36747|243775
f|117390|8755|116810|10410|253366
f|89612|2341|66078|11996|170029
f|95426|2379|64314|167716|329835
f|94823|2283|63327|9005|169439
f|91558|2510|90558|15213|199841
f|99734|100712|190724|1098958|1490130
f|152299|90610|102069|1302950|1647930
t|183404|101432|6|1302454|1587298
f|110370|90579|98468|111702|411120
f|9456|100464|200950|305186|616057
f|108093|90169|69609|32170|300042
f|201295|96572|98948|804202|1201019
f|190831|8732|94804|204802|499170
f|101310|3833|69566|32241|206951
t|128426|2322|3|9217|139970
f|91845|2422|81665|13337|189270
t|129266|2691|5|10617|142580
f|600091|200484|101249|903250|1805075
f|301629|207468|390881|411455|1311434
t|305194|104341|5|1092327|1501868
f|309762|291751|102379|904939|1608832
f|301364|195463|196463|600713|1294005
f|313492|189179|207793|599470|1309936
t|147954|2219|13|10721|160908
f|112528|89945|48470|54209|305154
t|203291|3893|6|104772|311963
t|90182|13520|3|100033|203739
f|114770|2253|67224|14357|198606
t|147758|2896|13|49419|200088
f|100470|2479|61048|47911|211910
f|190541|99937|94903|1201906|1587288
f|412488|4523|201262|1290569|1908843
f|110593|2780|87642|8861|209877
f|162322|4009|79400|118189|363921
f|112847|2471|71468|13263|200050
t|150164|2371|14|10982|163532
f|114756|2906|82405|11277|211345
t|148439|2425|12|11959|162837
f|371594|2306|80656|11776|466334
f|99843|2301|78789|14246|195181
f|139750|3976|53345|51170|248243
t|142376|2202|11|65319|209910
f|106815|2440|59660|43689|212606
f|108228|2211|79939|14137|204516
t|148434|2216|13|51927|202592
f|113632|3752|78025|1199304|1394715
f|326836|3891|293135|1302100|1925964
f|398287|195725|106917|795631|1496561
f|303517|204937|389346|412124|1309925
f|309185|93333|298119|513147|1213785
f|193315|3888|44557|59471|301233
t|146745|85312|6|11337|243401
f|112068|87099|45519|61957|306645
f|97290|2297|103622|106943|310154
f|107884|59863|101363|12562|281673
f|99119|2319|70185|11892|183517
t|143477|2251|7|11728|157464
t|4051|3855|12|5055|12975
t|146038|2255|7|10833|159134
f|120579|2227|51621|10279|184708
t|913|12959|6|90551|104430
t|630|2830|12|4875|8347
f|2058|6957|92204|103420|204640
f|2305|249639|102351|101240|455537
f|7391|88946|96151|107077|299566
f|203666|93063|109550|403848|810128
f|102134|191054|102672|107117|502979
f|690|2492|11157|4949|19290
t|815|2691|13|4935|8455
f|831|2476|10131|4918|18358
t|854|2638|10|4922|8425
t|844|3142|14|4870|8872
